q_idx,tag_ok_ave,tag_ok_any,pass_rate,pass@1,pass@2,pass@4,pass@8,len_min,len_max,len_mean,len_std,entropy_mean,entropy_std,entropy_max,entropy_p95
0,1.0,1,0.5,1,1,1,1,64,137,106.125,22.15534642022101,0.492919921875,1.09375,9.3125,2.6912109374999975
1,1.0,1,0.875,1,1,1,1,29,75,50.0,14.352700094407323,0.69091796875,1.421875,9.40625,3.9730468749999988
2,1.0,1,0.125,0,0,0,1,102,184,127.375,27.064448544169526,0.333984375,0.91162109375,6.9140625,2.001953125
3,1.0,1,0.75,1,1,1,1,21,68,51.875,14.425996499375701,0.41455078125,1.1826171875,10.828125,2.3604492187499977
4,1.0,1,0.75,1,1,1,1,59,151,88.875,26.629107664358564,0.2978515625,0.94580078125,10.03125,1.9403808593749967
5,1.0,1,0.875,1,1,1,1,68,177,99.75,33.7888665095472,0.392578125,1.0205078125,12.1015625,2.2874999999999948
6,0.625,1,0.625,1,1,1,1,121,200,161.625,28.079963942284543,0.2025146484375,0.7353515625,8.421875,1.214697265624999
7,1.0,1,0.0,0,0,0,0,48,150,90.375,31.725137903561585,0.69677734375,1.3076171875,10.5,3.3641601562499996
8,0.75,1,0.25,0,0,1,1,110,200,166.125,30.271428360749677,0.31787109375,0.92529296875,12.1015625,1.972265625000002
9,0.875,1,0.5,0,1,1,1,111,200,151.25,26.75233634656981,0.320068359375,0.89501953125,8.734375,1.8982421874999884
10,1.0,1,0.0,0,0,0,0,47,106,87.625,18.131033478541703,0.361328125,0.912109375,7.375,2.13447265625
11,1.0,1,0.75,0,1,1,1,68,99,83.375,8.644904568588366,0.46484375,1.2255859375,9.6640625,2.5670898437499994
12,0.5,1,0.125,0,0,0,1,105,200,164.25,37.52915533288752,0.3779296875,1.005859375,8.4375,2.3780273437499995
13,1.0,1,0.25,0,0,1,1,35,129,73.25,30.89397190391679,0.6484375,1.3603515625,11.125,3.30908203125
14,1.0,1,0.875,1,1,1,1,56,102,84.625,14.123893761990708,0.31689453125,0.92822265625,10.1171875,1.96875
15,1.0,1,0.875,1,1,1,1,32,165,69.25,37.449132166179766,0.474853515625,1.099609375,7.75390625,2.9333984374999993
16,1.0,1,0.75,1,1,1,1,31,113,75.875,27.01128236496742,0.50927734375,1.166015625,9.2734375,3.1353515624999995
17,1.0,1,0.875,1,1,1,1,77,168,120.75,28.114720343620707,0.3212890625,0.94482421875,7.5390625,2.00888671875
18,1.0,1,1.0,1,1,1,1,100,179,138.625,25.019679754145535,0.184326171875,0.794921875,9.921875,0.977905273437499
19,1.0,1,0.75,1,1,1,1,82,139,102.0,16.20185174601965,0.404541015625,1.244140625,13.953125,2.2714843749999947
20,1.0,1,0.75,1,1,1,1,53,129,80.375,20.92210254730628,0.468994140625,1.0107421875,6.609375,2.8310546874999996
21,1.0,1,0.5,1,1,1,1,42,126,69.75,28.634550808420236,0.51220703125,1.2470703125,11.390625,2.9541015625
22,0.75,1,0.5,0,0,1,1,98,200,148.5,36.04857833535187,0.438720703125,1.1171875,9.84375,2.7007812500000004
